"ID","ACTION_PLAN_PRODUCT_NAME__C","PRODUCT_NAME__C"
"a3N2000000001BgEAI","Hdfc Life Click2Protect","HDFC Life Click 2 Protect"
"a3N2000000001BhEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BiEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BjEAI","HDFC Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BkEAI","BSLI Protector Plus Plan","BSLI Protector Plus Plan"
"a3N2000000001BlEAI","HDFC Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BmEAI","HDFC Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BnEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BoEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BpEAI","HDFC Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BqEAI","HDFC Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BrEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BsEAI","HDFC Life Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BtEAI","HDFC Life Click2Protect ( Sum Assured - Rs.2,90,00,000 )","HDFC Life Click 2 Protect"
"a3N2000000001BuEAI","HDFC Life Click2Protect","HDFC Life Click 2 Protect"
"a3N2000000001BvEAI","HDFC LIfe Click 2 Protect","HDFC Life Click 2 Protect"
"a3N2000000001BwEAI","HDFC Life Click2Protect","HDFC Life Click 2 Protect"
"a3N2000000001BxEAI","HDFC Life Click2Protect","HDFC Life Click 2 Protect"
