Execution_Tracker_Total_Revenue__c	Execution_Tracker_upfront_Comm_Amount__c	LastModifiedDate	CreatedById	Actual_Product_Name__c	Execution_Tracker_Amount__c	Type__c	Execution_Tracker_Trial_Comm_Amount__c	Revenue_Difference__c	Name	CreatedDate	Approve_Action_Plan__c	Action_Plan_Trial_Comm_Amount__c	Action_Plan_Amount__c	IsDeleted	Actual_Commission__c	SystemModstamp	CurrencyIsoCode	Product__c	Remark__c	Execution_Tracker__c	Action_Plan_Upfront_Comm_Amount__c	Commission__c	ET_Remark__c	Execution_Tracker_Actual_Product__c	Id	Action_Amount_Revenue__c	LastModifiedById	Entity__c
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	7273	RPP-05035	2013-06-25T13:11:22.000Z	a31200000000wXWAAY	273	7000	false		2013-06-25T13:11:22.000Z	INR	a342000000005QCAAY			0	a3J2000000001OXEAY			a3L2000000009JGEAY	7273	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	117502	RPP-05043	2013-06-25T13:11:22.000Z	a31200000000wXZAAY	9702	107800	false		2013-06-25T13:11:22.000Z	INR	a342000000005ReAAI			0	a3J2000000001Q2EAI			a3L2000000009JOEAY	117502	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	108446.8	RPP-05051	2013-06-25T13:11:22.000Z	a31200000000wXYAAY	646.8	107800	false		2013-06-25T13:11:22.000Z	INR	a342000000005QCAAY			0	a3J2000000001OXEAY			a3L2000000009JWEAY	108446.8	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	34880	RPP-05053	2013-06-25T13:11:22.000Z	a31200000000wXaAAI	2880	32000	false		2013-06-25T13:11:22.000Z	INR	a342000000005ReAAI			0	a3J2000000001Q2EAI			a3L2000000009JYEAY	34880	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	110000	RPP-05097	2013-06-25T13:11:22.000Z	a31200000000wXeAAI	0	110000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KGEAY	110000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	31186	RPP-05107	2013-06-25T13:11:22.000Z	a31200000000wXbAAI	186	31000	false		2013-06-25T13:11:22.000Z	INR	a342000000005QCAAY			0	a3J2000000001OXEAY			a3L2000000009KQEAY	31186	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Lumpsum	0	100000	RPP-05111	2013-06-25T13:11:22.000Z	a31200000000wXdAAI	0	100000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KUEAY	100000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	Life Insurance	0	0	RPP-05125	2013-06-25T13:11:22.000Z	a31200000000wXyAAI	0	0	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KiEAI	0	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	General Insurance	0	300000	RPP-05127	2013-06-25T13:11:22.000Z	a31200000000wY1AAI	0	300000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KkEAI	300000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	General Insurance	0	300000	RPP-05134	2013-06-25T13:11:22.000Z	a31200000000wY0AAI	0	300000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KrEAI	300000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	General Insurance	0	300000	RPP-05135	2013-06-25T13:11:22.000Z	a31200000000wY2AAI	0	300000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KsEAI	300000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	General Insurance	0	300000	RPP-05139	2013-06-25T13:11:22.000Z	a31200000000wXzAAI	0	300000	false		2013-06-25T13:11:22.000Z	INR		Product Detail is not Found		0				a3L2000000009KwEAI	300000	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	25000	RPP-04624	2013-06-25T07:09:44.000Z	a31200000001ZKMAA2	0	25000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CDEAY	25000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	25000	RPP-04625	2013-06-25T07:09:44.000Z	a31200000001ZKLAA2	0	25000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CEEAY	25000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	4800	RPP-04626	2013-06-25T07:09:44.000Z	a31200000001ZKKAA2	0	4800	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CFEAY	4800	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	14400	RPP-04627	2013-06-25T07:09:44.000Z	a31200000001ZKJAA2	0	14400	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CGEAY	14400	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	9600	RPP-04628	2013-06-25T07:09:44.000Z	a31200000001ZKIAA2	0	9600	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CHEAY	9600	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	4800	RPP-04629	2013-06-25T07:09:44.000Z	a31200000001ZKHAA2	0	4800	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CIEAY	4800	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	9600	RPP-04630	2013-06-25T07:09:44.000Z	a31200000001ZKGAA2	0	9600	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CJEAY	9600	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	6340.8	RPP-04631	2013-06-25T07:09:44.000Z	a31200000001ZKFAA2	1310.4	4800	false		2013-06-25T07:09:44.000Z	INR	a342000000005RiAAI			230.4	a3J2000000001Q6EAI			a3L2000000009CKEAY	6340.8	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	800	RPP-04632	2013-06-25T07:09:44.000Z	a31200000001ZKEAA2	0	800	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CLEAY	800	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2200	RPP-04633	2013-06-25T07:09:44.000Z	a31200000001ZKDAA2	0	2200	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CMEAY	2200	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04634	2013-06-25T07:09:44.000Z	a31200000001ZKCAA2	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CNEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04635	2013-06-25T07:09:44.000Z	a31200000001ZKBAA2	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009COEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	400	RPP-04636	2013-06-25T07:09:44.000Z	a31200000001ZKAAA2	0	400	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CPEAY	400	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04637	2013-06-25T07:09:44.000Z	a31200000001ZK9AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CQEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	15600	RPP-04638	2013-06-25T07:09:44.000Z	a31200000001ZK8AAM	0	15600	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CREAY	15600	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	14000	RPP-04639	2013-06-25T07:09:44.000Z	a31200000001ZK7AAM	0	14000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CSEAY	14000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	1500	RPP-04640	2013-06-25T07:09:44.000Z	a31200000001ZK6AAM	0	1500	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CTEAY	1500	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	3300	RPP-04641	2013-06-25T07:09:44.000Z	a31200000001ZK5AAM	0	3300	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CUEAY	3300	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04642	2013-06-25T07:09:44.000Z	a31200000001ZK4AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CVEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04643	2013-06-25T07:09:44.000Z	a31200000001ZK3AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CWEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04644	2013-06-25T07:09:44.000Z	a31200000001ZK2AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CXEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04645	2013-06-25T07:09:44.000Z	a31200000001ZK1AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CYEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	SIP	0	2000	RPP-04646	2013-06-25T07:09:44.000Z	a31200000001ZK0AAM	0	2000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CZEAY	2000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-26T05:34:23.000Z	005200000027fAmAAI		0	Lumpsum	0	166000	RPP-04647	2013-06-25T07:09:44.000Z	a31200000001ZKjAAM	0	166000	false		2013-06-26T05:34:24.000Z	INR	a342000000005TrAAI			0				a3L2000000009CaEAI	166000	00520000001MO8DAAW	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	17000	RPP-04648	2013-06-25T07:09:44.000Z	a31200000001ZKiAAM	0	17000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CbEAI	17000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	17000	RPP-04649	2013-06-25T07:09:44.000Z	a31200000001ZKhAAM	0	17000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CcEAI	17000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	12100	RPP-04650	2013-06-25T07:09:44.000Z	a31200000001ZKfAAM	0	12100	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CdEAI	12100	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	36400	RPP-04651	2013-06-25T07:09:44.000Z	a31200000001ZKeAAM	0	36400	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CeEAI	36400	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	44300	RPP-04652	2013-06-25T07:09:44.000Z	a31200000001ZKdAAM	0	44300	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CfEAI	44300	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	20300	RPP-04653	2013-06-25T07:09:44.000Z	a31200000001ZKcAAM	0	20300	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CgEAI	20300	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	9545	RPP-04654	2013-06-25T07:09:44.000Z	a31200000001ZKbAAM	747	8300	false		2013-06-25T07:09:44.000Z	INR	a342000000005RgAAI			498	a3J2000000001Q4EAI			a3L2000000009ChEAI	9545	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	29200	RPP-04655	2013-06-25T07:09:44.000Z	a31200000001ZKaAAM	0	29200	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CiEAI	29200	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	18700	RPP-04656	2013-06-25T07:09:44.000Z	a31200000001ZKZAA2	0	18700	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CjEAI	18700	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	15215.2	RPP-04657	2013-06-25T07:09:44.000Z	a31200000001ZKYAA2	638.4	13300	false		2013-06-25T07:09:44.000Z	INR	a342000000005Q3AAI			1276.8	a3J2000000001OOEAY			a3L2000000009CkEAI	15215.2	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	45000	RPP-04658	2013-06-25T07:09:44.000Z	a31200000001ZKXAA2	0	45000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009ClEAI	45000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	55100	RPP-04659	2013-06-25T07:09:44.000Z	a31200000001ZKWAA2	0	55100	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CmEAI	55100	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	199771	RPP-04660	2013-06-25T07:09:44.000Z	a31200000001ZKVAA2	9906	165100	false		2013-06-25T07:09:44.000Z	INR	a342000000005Q0AAI			24765	a3J2000000001OLEAY			a3L2000000009CnEAI	199771	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	77000	RPP-04661	2013-06-25T07:09:44.000Z	a31200000001ZKUAA2	0	77000	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CoEAI	77000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	29800	RPP-04662	2013-06-25T07:09:44.000Z	a31200000001ZKTAA2	0	29800	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CpEAI	29800	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	31700	RPP-04663	2013-06-25T07:09:44.000Z	a31200000001ZKSAA2	0	31700	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CqEAI	31700	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	41900	RPP-04664	2013-06-25T07:09:44.000Z	a31200000001ZKRAA2	0	41900	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CrEAI	41900	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	35600	RPP-04665	2013-06-25T07:09:44.000Z	a31200000001ZKQAA2	0	35600	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CsEAI	35600	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	46200	RPP-04666	2013-06-25T07:09:44.000Z	a31200000001ZKPAA2	0	46200	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CtEAI	46200	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	34100	RPP-04667	2013-06-25T07:09:44.000Z	a31200000001ZKOAA2	0	34100	false		2013-06-25T07:09:44.000Z	INR		Product Detail is not Found		0				a3L2000000009CuEAI	34100	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:44.000Z	005200000027fAmAAI		0	Lumpsum	0	39215	RPP-04668	2013-06-25T07:09:44.000Z	a31200000001ZKNAA2	3069	34100	false		2013-06-25T07:09:44.000Z	INR	a342000000005RgAAI			2046	a3J2000000001Q4EAI			a3L2000000009CvEAI	39215	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	Life Insurance	0	11000000	RPP-04669	2013-06-25T07:09:47.000Z	a31200000001ZL1AAM	0	11000000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009CwEAI	11000000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	Life Insurance	0	8000000	RPP-04670	2013-06-25T07:09:47.000Z	a31200000001ZL2AAM	0	8000000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009CxEAI	8000000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	2500000	RPP-04671	2013-06-25T07:09:47.000Z	a31200000001ZL3AAM	0	2500000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009CyEAI	2500000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	2500000	RPP-04672	2013-06-25T07:09:47.000Z	a31200000001ZL4AAM	0	2500000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009CzEAI	2500000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	1200000	RPP-04673	2013-06-25T07:09:47.000Z	a31200000001ZL5AAM	0	1000000	false		2013-06-25T07:09:47.000Z	INR	a342000000005SLAAY			200000	a3J2000000001QmEAI			a3L2000000009D0EAI	1200000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	2000000	RPP-04674	2013-06-25T07:09:47.000Z	a31200000001ZL6AAM	0	2000000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009D1EAI	2000000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	2000000	RPP-04675	2013-06-25T07:09:47.000Z	a31200000001ZL7AAM	0	2000000	false		2013-06-25T07:09:47.000Z	INR		Product Detail is not Found		0				a3L2000000009D2EAI	2000000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T07:09:47.000Z	005200000027fAmAAI		0	General Insurance	0	240000	RPP-04676	2013-06-25T07:09:47.000Z	a31200000001ZL8AAM	0	200000	false		2013-06-25T07:09:47.000Z	INR	a342000000005SMAAY			40000	a3J2000000001QnEAI			a3L2000000009D3EAI	240000	005200000027fAmAAI	0012000000zG5kxAAC
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	3790.6	RPP-04981	2013-06-25T13:11:22.000Z	a31200000001LsCAAU	1458.6	2200	false		2013-06-25T13:11:22.000Z	INR	a342000000005QQAAY			132	a3J2000000001OlEAI			a3L2000000009IOEAY	3790.6	00520000001MO8DAAW	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	2156	RPP-04983	2013-06-25T13:11:22.000Z	a31200000001NdJAAU	546	1400	false	a3J2000000001OLEAY	2013-07-18T06:39:28.000Z	INR	a342000000005Q0AAI		a0l20000008rfMYAAY	210	a3J2000000001OLEAY		a342000000005Q0AAI	a3L2000000009IQEAY	2156	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	2718	RPP-04992	2013-06-25T13:11:22.000Z	a31200000001NdIAAU	702	1800	false	a3J2000000001OSEAY	2013-07-18T06:39:28.000Z	INR	a342000000005Q7AAI		a0l20000008rfMZAAY	216	a3J2000000001OSEAY		a342000000005Q7AAI	a3L2000000009IZEAY	2718	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	8998	RPP-04995	2013-06-25T13:11:22.000Z	a31200000001NdDAAU	3003	5500	false	a3J2000000001QDEAY	2013-07-18T06:39:28.000Z	INR	a342000000005RoAAI		a0l20000008rfMeAAI	495	a3J2000000001QDEAY		a342000000005RoAAI	a3L2000000009IcEAI	8998	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	5896	RPP-05001	2013-06-25T13:11:22.000Z	a31200000001NdAAAU	0	5500	false	a3J2000000001QFEAY	2013-07-18T06:39:28.000Z	INR	a342000000005RpAAI		a0l20000008rfMhAAI	396	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009IiEAI	5896	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	16459	RPP-05005	2013-06-25T13:11:22.000Z	a31200000001NdCAAU	4251	10900	false	a3J2000000001OSEAY	2013-07-18T06:39:28.000Z	INR	a342000000005Q7AAI		a0l20000008rfMfAAI	1308	a3J2000000001OSEAY		a342000000005Q7AAI	a3L2000000009ImEAI	16459	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	3790.6	RPP-05006	2013-06-25T13:11:22.000Z	a31200000001NdHAAU	1458.6	2200	false	a3J2000000001OlEAI	2013-07-18T06:39:28.000Z	INR	a342000000005QQAAY		a0l20000008rfMaAAI	132	a3J2000000001OlEAI		a342000000005QQAAY	a3L2000000009InEAI	3790.6	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	2894.4	RPP-05007	2013-06-25T13:11:22.000Z	a31200000001Ls9AAE	0	2700	false		2013-06-25T13:11:22.000Z	INR	a342000000005RpAAI			194.4	a3J2000000001QFEAY			a3L2000000009IoEAI	2894.4	00520000001MO8DAAW	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	2894.4	RPP-05008	2013-06-25T13:11:22.000Z	a31200000001NdKAAU	0	2700	false	a3J2000000001QFEAY	2013-07-18T06:39:28.000Z	INR	a342000000005RpAAI		a0l20000008rfMXAAY	194.4	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009IpEAI	2894.4	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	18780.7	RPP-05010	2013-06-25T13:11:22.000Z	a31200000001NdEAAU	7226.7	10900	false	a3J2000000001OlEAI	2013-07-18T06:39:28.000Z	INR	a342000000005QQAAY		a0l20000008rfMdAAI	654	a3J2000000001OlEAI		a342000000005QQAAY	a3L2000000009IrEAI	18780.7	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	1645	RPP-05020	2013-06-25T13:11:22.000Z	a31200000001LsDAAU	585	1000	false		2013-06-25T13:11:22.000Z	INR	a342000000005RfAAI			60	a3J2000000001Q3EAI			a3L2000000009J1EAI	1645	00520000001MO8DAAW	0012000000ZmRKNAA3
0	0	2013-07-18T06:39:28.000Z	00520000001MO8DAAW		0	SIP	0	25256	RPP-05022	2013-06-25T13:11:22.000Z	a31200000001NdBAAU	6396	16400	false	a3J2000000001OLEAY	2013-07-18T06:39:28.000Z	INR	a342000000005Q0AAI		a0l20000008rfMgAAI	2460	a3J2000000001OLEAY		a342000000005Q0AAI	a3L2000000009J3EAI	25256	005200000017nY0AAI	0012000000ZmRKNAA3
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	2156	RPP-05024	2013-06-25T13:11:22.000Z	a31200000001LsAAAU	546	1400	false		2013-06-25T13:11:22.000Z	INR	a342000000005Q0AAI			210	a3J2000000001OLEAY			a3L2000000009J5EAI	2156	00520000001MO8DAAW	0012000000ZmRKNAA3
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	2718	RPP-05026	2013-06-25T13:11:22.000Z	a31200000001LsBAAU	702	1800	false		2013-06-25T13:11:22.000Z	INR	a342000000005Q7AAI			216	a3J2000000001OSEAY			a3L2000000009J7EAI	2718	00520000001MO8DAAW	0012000000ZmRKNAA3
